,title,description,prerequisites,fall,spring,department_id,number,course_id,year,term,Enrollment,Evaluations,ResponseRate,CourseOverall,Materials,Assignments,Feedback,Section,Workload,Difficulty,WouldYouRecommend
214,Africa Rising? New African Economies/Cultures and Their Global Implications,"In a story titled Africa Rising (2011), The Economist argued that the continent epitomizes both the &quot;transformative promise of [capitalist ] growth and its bleakest dimensions.&quot; This workshop will explore Africa&#39;s changing place in the world - and the new economies, legalities, socialities, and cultural forms that have arisen there. It will also interrogate the claim that the African present is a foreshadowing of processes beginning to occur elsewhere; that, therefore, it is a productive source of theory about current conditions world-wide. The workshop, open to faculty and students, will meet Mondays from 6:00-7:30. 15 students will be permitted to take it as a course; they will also meet on Mondays, 12:00-1:30. Grades will be based on participation and a term essay.",,Y,N,1,AFRAMER 209A,81,2015,1,22.0,17.0,77.27,4.7,4.4,4.6,4.7,4.6,3.1,-1.0,4.7
215,Introduction to the Classical Archaeology of Roman Antiquity,"The course provides a broad overview of the development of Roman art, architecture, and material culture from the time of the Republic through the Imperial period, to the age of Constantine. It offers basic knowledge about core categories of archaeological artifacts and remains within their topographical setting and within the context of Greek culture and society; it also includes issues of archaeological methods and problems of current research.",,N,Y,152,CLASARCH 101,4960,2015,2,10.0,8.0,80.0,4.5,4.4,4.4,3.6,5.0,3.5,-1.0,4.4
216,Africa Rising? New African Economies/Cultures and Their Global Implications,"In a story titled Africa Rising (2011), The Economist argued that the continent epitomizes both the &quot;transformative promise of [capitalist] growth&quot; and its bleakest dimensions. This workshop will explore Africa&#39;s changing place in the world - and the new economies, legalities, socialities, and cultural forms that have arisen there. It will also interrogate the claim that the African present is a foreshadowing of processes beginning to occur elsewhere; that, therefore, it is a productive source of theory about current conditions world-wide. The workshop, open to faculty and students, will meet Mondays, 6:00-8:00. 15 students will be permitted to take it as a course; they will also meet on Mondays, 12:00-1:30. Grades will be based on participation and a term essay.",,N,Y,1,AFRAMER 209B,82,2015,2,20.0,11.0,55.0,4.6,4.6,4.5,4.9,5.0,4.2,-1.0,4.6
217,The Culture of Hysteria: From Nineteenth-Century France to Here and Now,"As we read nineteenth-century medical, literary, and cultural texts with contemporary analogues, we ask why hysteria flourished in that time and place, and now this one, and trace the diagnosis as symptom of a broader cultural malaise.",,N,Y,126,FRENCH 259,4408,2014,2,6.0,4.0,66.67,4.8,4.8,5.0,5.0,,12.3,-1.0,4.8
218,Romance Translation: Theory and Practice,"Translating for art's sake, or to form a national literature? Better yet, to foster ideological debate. And what about all those bad translations? Do you even need to know the original language? Come explore the theory and practice of translation in and from the Romance languages. Includes workshops on a variety of styles, literary devices, pragmatics, semantic and cultural distinctions.",Recommended: An intermediate to advanced knowledge of at least one Romance language.,Y,N,131,ROM-STD 101,4466,2015,1,5.0,5.0,100.0,4.6,4.8,4.6,5.0,5.0,4.2,-1.0,4.6
219,Romance Translation: Theory and Practice,"Translating for art's sake, or to form a national literature? Better yet, to foster ideological debate. And what about all those bad translations? Do you even need to know the original language? Come explore the theory and practice of translation in and from the Romance languages. Includes workshops on a variety of styles, literary devices, pragmatics, semantic and cultural distinctions.",Recommended: An intermediate to advanced knowledge of at least one Romance language.,Y,N,131,ROM-STD 101,4466,2015,1,5.0,5.0,100.0,4.6,4.8,4.6,5.0,5.0,4.2,-1.0,4.6
220,The Borges Machine,"We study Jorge Luis Borges's poetry, short stories, and essays; from Fervor de Buenos Aires to El Aleph; from his scripts and the films based on them to the cultural constellations that rose around him, as well as those his work created. We will think of Borges as a writer, but also as literary machine, an artifice that produces meaning in the works of other writers and in cultural formations beyond Argentina and Latin America.",,N,Y,132,SPANSH 194,4504,2015,2,30.0,30.0,100.0,4.3,4.8,4.4,4.6,4.8,3.9,-1.0,4.4
221,Language Differences,"Considers language difference both as a literary theme and as a potent cause of war in the political arena. Historical foci include Europe, the Middle East, North America, and Africa. Literary issues include translation, heteroglossia, cinematography, and multilingualism. Works of literature include Sophocles, Shakespeare, Goethe, and Dove.",,N,Y,24,COMPLIT 283,13982,2014,2,5.0,3.0,60.0,3.3,3.3,3.7,4.0,,4.5,-1.0,3.0
222,Global East Asia,"In this course, we will explore how social life in contemporary East Asia is both influenced by and contributes to processes of globalization. Ethnographic readings on China, Korea, and Japan focus on migration, gender roles, consumption, media, and markets as we trace the role of the global in everyday life for rural and urban inhabitants of a variety of East Asian locations. For these individuals, engagement with the global structures how they make sense of the world and creates desires for future life change.",,N,Y,136,SOC-STD 98NQ,4619,2014,2,6.0,6.0,100.0,4.7,4.8,5.0,4.8,5.0,6.2,-1.0,4.8
223,What's Love Got to Do With It; Love Poetry of the Middle Ages and Early Modernity,"Does love have a history? The course explores the literary history of love poetry in Europe and the Middle East from the Middle Ages through the 17th century. Reading selections from Latin and Romance love lyric (Provencal, Galician-Portuguese, French, Catalan, Spanish, the `jarchas'), Arabic and Hebrew muwashshahat, the Italian dolce stil novo, Sufi and Christian mystical poetry, the Petrarchan sonnet and its heirs (Portugal, England, Spain), Dante's Vita Nuova and erotic narrative verse (Juan Ruiz, Ibn Hazm, `Roman de la Rose'). Discussions framed by overview of premodern theories of love and recent scholarly debates on the origins of amour courtois.",,N,Y,25,LITERATURE 193,636,2014,2,8.0,7.0,87.5,4.9,5.0,4.9,4.4,5.0,3.5,-1.0,4.9
224,The Changing Concept of Race in Science and Medicine in the United States: From Jefferson to Genomic,"This course explores the history of the concept of ""race"" as used by biologists, anthropologists, and physicians from the 17th century to the present and social and political responses to the concept of race in these fields.",,N,Y,76,HISTSCI 245,2686,2014,2,3.0,2.0,66.67,4.5,4.5,5.0,4.5,5.0,8.0,-1.0,5.0
225,Master's Thesis Reading and Research,"Interdisciplinary proseminar designed to orient master&#39;s degree students in Regional Studies-Russia, Eastern Europe, and Central Asia to theoretical and methodological approaches in the field, including research design for academic and policy research. Students must complete both parts of this course (parts A and B) within the same academic year in order to receive credit.\t&nbsp;",,Y,N,133,RSRA 298A,4514,2015,1,10.0,6.0,60.0,4.3,4.5,4.3,4.3,3.5,2.5,-1.0,4.3
226,Master's Thesis Reading and Research,"Interdisciplinary proseminar designed to orient master&#39;s degree students in Regional Studies-Russia, Eastern Europe, and Central Asia to theoretical and methodological approaches in the field, including research design for academic and policy research. Students must complete both parts of this course (parts A and B) within the same academic year in order to receive credit.\t&nbsp;",,Y,N,133,RSRA 298A,4514,2015,1,10.0,6.0,60.0,4.3,4.5,4.3,4.3,3.5,2.5,-1.0,4.3
