number,course_id,cat_num,1s,2s,3s,4s,5s
MCB 105,3535,998,6,26,5,0,0
FRSEMR 22j,1775,4039,2,0,0,0,0
FRSEMR 23k,1781,1904,5,6,1,0,0
APMTH 115,1122,1768,0,7,3,3,0
FRSEMR 26j,1810,7529,11,1,0,0,0
OEB 253r,3986,8104,5,2,0,0,0
PSY 2358r,4319,141,2,0,1,0,0
HISTSCI 97,2636,5235,6,31,9,0,0
GOV 1061,2204,5035,7,21,27,4,2
ASTRON 16,262,8813,7,27,24,2,1
GOV 2340b,2282,5491,0,0,2,1,1
FRENCH Ax,4377,2763,2,5,4,0,0
PHYSICS 289r,4138,6400,0,0,0,1,0
LATIN K,5003,5018,0,2,8,4,1
E-PSCI 236,701,7250,0,2,2,2,2
GREEK 112b,4989,6889,0,1,0,0,0
ESPP 90c,1569,3792,0,6,3,0,0
ENG-SCI 96,1326,8461,3,7,8,1,1
ENG-SCI 120,1331,1493,0,8,11,1,0
ENG-SCI 123,1332,8323,0,9,21,6,3
ENG-SCI 156,1340,6284,0,0,5,6,0
ECON 1010b,955,2924,72,139,39,5,0
VES 72,5177,6997,8,11,3,0,0
CLASSIC 98,4971,31083,0,9,0,0,0
FRSEMR 34z,1835,97712,10,2,0,0,0
FRSEMR 31o,1825,6293,6,0,0,0,0
E-PSCI 134,675,45399,0,5,3,0,0
CULTR&BLF 28,1944,24091,12,17,6,1,0
CULTR&BLF 32,1947,39198,0,7,4,2,0
SCI-PHYUNV 22,2023,32997,63,60,15,2,1
HIST 2285,2477,48104,0,0,2,1,3
SCRB 155,4883,63211,1,5,2,0,0
VES 92,5183,53514,15,18,3,0,0
VES 54s,5162,83728,0,2,2,3,1
ECON 1540,993,7470,0,1,1,0,0
VES 141r,5199,10898,0,2,0,3,1
ANTHRO 2740,223,6013,0,3,4,0,0
SOC-WORLD 24,2039,92634,34,72,20,1,0
SCI-LIVSYS 19,2009,50018,99,74,4,2,0
SOC-WORLD 31,2046,80232,8,19,8,0,0
US-WORLD 19,2070,43817,68,83,11,2,0
SCI-LIVSYS 20,2010,16308,119,193,55,11,1
FRSEMR 22t,1777,22509,4,0,0,0,0
FRSEMR 21y,1773,89138,3,2,0,0,0
SOCIOL 138,4657,25214,2,13,3,0,0
SOCIOL 161,4671,55428,1,9,3,0,0
SOCIOL 183,4684,70535,1,6,5,0,0
OEB 282,3994,43026,1,1,0,0,0
ENGLISH Cwfr,1479,21718,2,5,4,0,0
ENGLISH Cwar,1478,88347,1,9,2,0,0
SOCIOL 98H,4637,91052,0,4,6,0,0
SOCIOL 98M,4642,18222,0,5,4,0,0
SOCIOL 98W,4645,33329,0,1,1,0,0
ANE 104,3717,63543,24,17,2,0,0
GOV 40,2152,72449,14,60,60,12,7
SCI-PHYUNV 24,2024,14726,8,16,3,1,0
ANTHRO 1815,171,60047,3,3,1,0,0
MICROBI 201,3309,38739,0,2,3,0,0
MUSIC 191rs,3657,2871,2,3,1,0,0
MUSIC 127r,3630,68953,1,2,2,0,0
ANTHRO 2980,244,1114,0,0,7,0,0
OEB 231,3981,95671,5,14,1,1,0
AFRAMER 90r.a,7,44149,2,1,0,0,0
AFRAMER 90r.b,8,59256,1,3,0,0,0
AFRAMER 90r.d,10,22841,2,1,1,0,0
AFRAMER 90r.e,11,37948,0,2,1,0,0
AFRAMER 90r.g,12,68162,1,9,1,0,0
AFRAMER 90r.h,13,83269,2,1,0,0,0
AFRAMER 90r.i,14,31747,9,4,2,0,0
AFRAMER 90r.j,15,98376,1,3,0,0,0
AFRAMER 90r.m,17,10439,2,4,0,0,0
AFRAMER 90r.o,18,25546,3,0,0,0,0
AFRAMER 90r.p,19,92175,1,0,0,0,0
AFRAMER 90r.q,20,40653,3,3,0,0,0
OEB 141,3954,85974,5,2,2,0,0
OEB 153,3957,49559,2,12,7,2,0
US-WORLD 26,2074,64666,8,13,2,0,0
HISTSCI 176,2668,76277,23,40,7,1,0
LATIN 132,5010,85183,0,1,4,0,0
PSY 1357,4259,87888,2,3,0,0,0
ANTHRO 1790,169,2224,2,10,5,0,0
HISTSCI 259,2693,68494,0,2,1,0,0
TURKISH 150b,3898,40194,0,2,4,0,0
ECON 1032,961,48309,8,5,5,0,0
CHNSLIT 245r,804,321,0,1,2,1,0
E-PSCI 261,712,91589,2,7,0,0,0
WOMGEN 1168,4909,72986,8,29,11,0,0
ETH-REASON 24,1992,72195,33,69,26,2,0
HAA 277k,2622,29579,0,3,6,0,0
HEB 1335,2725,32284,1,6,0,0,0
OEB 194,3970,19882,0,1,1,0,0
VIETNAM 130b,926,3968,2,1,0,0,0
ENGLISH 98r,1520,3831,1,14,13,2,1
E-PSCI 132,673,8495,0,1,2,0,0
LING 97r,2775,1791,1,8,2,1,0
CHEM 240,507,5215,0,2,0,2,0
FRSEMR 49n,1890,9965,10,2,0,0,0
SOCIOL 95,4632,136,1,2,2,0,0
E-PSCI 208,697,6561,0,6,4,0,0
ECON 2420hf,1058,5946,0,0,0,0,0
ECON 2480,1064,6834,0,0,0,0,0
ECON 2540hf,1069,4008,0,0,0,0,0
ECON 2812hf,1086,230,0,0,0,0,0
HISTSCI 153,2661,1409,18,27,4,0,0
VES 270,5242,1741,2,5,2,2,0
HIST 2271,2475,2405,0,0,2,2,3
E-PSCI 269r,715,8157,1,2,0,0,0
MUSIC 180r,3646,2294,1,6,1,1,0
CULTR&BLF 37,1951,8181,16,84,22,2,0
KOREAN Bxa,875,120,2,4,3,0,0
FRSEMR 25n,1799,9589,5,6,1,1,0
VES 301,5248,2867,4,0,0,0,0
NEUROBIO 98r,3918,494,2,1,2,7,18
GOV 1008,2197,9732,0,3,10,2,0
HISTSCI 100,2639,905,11,42,12,0,0
VES 10a,5142,6945,0,7,6,0,0
MATH 114,2853,9111,0,6,8,5,1
MATH 221,2880,8320,3,2,2,6,3
PHYSICS 175,4111,9076,0,3,2,0,0
PSY 1750,4284,7235,2,9,6,0,0
PSY 2554r,4337,9481,1,1,2,0,0
LITER 113,601,3016,9,12,6,1,0
PHYSCI 2,4087,6053,4,36,99,35,19
ECON 1816,1005,2483,0,3,3,1,2
ECON 2888r,1088,6311,0,3,0,0,0
CHNSLIT 247,805,8098,0,0,1,1,2
MODGRK A,5017,8604,0,3,1,0,0
MODGRK B,5018,8187,1,3,1,0,0
VES 50,5158,4907,0,1,4,6,4
NEUROBIO 95hfd,3908,3437,0,10,4,1,0
CELLBIO 226,3015,8747,1,3,1,0,0
MATH 223a,2882,8652,0,3,3,1,0
MATH 231a,2888,7275,0,6,8,2,2
VES 154br,5211,1484,0,1,1,0,1
E-PSCI 210,698,9146,0,3,0,0,0
PSY 2352r,4315,6187,0,1,2,1,2
IMUNOL 301,3219,4971,6,4,2,0,0
PHYSICS 271,4131,7647,2,10,7,1,0
WOMGEN 2000,4937,9620,0,3,2,1,0
OEB 10,3924,7967,18,31,12,0,0
SPANSH 281r,4510,9785,1,1,3,1,0
OEB 54,3929,9326,9,5,2,0,0
HIST 1620,2438,8192,1,4,0,1,0
HIST 2133,2471,1428,0,0,1,0,0
FRSEMR 24n,1790,6367,12,1,0,0,0
MOD-HEB 130a,3838,4985,2,6,0,0,0
KORHIST 253r,896,365,0,0,2,4,1
APMTH 206,1129,6018,0,3,1,0,0
RELIGION 1820,5111,2741,0,3,4,5,2
PSY 2430,4323,9756,2,6,1,0,0
FRSEMR 44g,1872,1032,14,0,0,0,0
ECON 2680,1075,6529,0,2,0,1,0
KOREAN 150a,884,1936,2,4,0,0,0
FRSEMR 21s,1771,2067,5,2,1,0,0
PSY 2420,4322,8446,4,2,1,0,0
US-WORLD 11,2063,4045,101,58,3,0,0
PSY 1501,4264,823,1,14,25,4,0
BCMP 230,2947,1295,10,1,0,0,0
DRAMA 120,652,2983,8,3,1,0,0
VIETNAM Ba,921,3873,0,4,2,0,1
STAT 220,4847,6270,0,2,8,6,2
MUSIC 167r,3644,3806,0,2,4,1,0
DRAMA 119,651,8900,5,12,0,0,0
US-WORLD 17,2068,1885,31,22,8,1,1
US-WORLD 15,2066,916,30,55,16,4,1
PSY 2670a,4347,1193,3,1,2,0,0
AFRAMER 131,47,2589,2,7,1,1,0
MCB 115,3538,8703,2,10,3,0,0
ASTRON 150,271,8993,0,1,4,5,4
APPHY 282,1156,5737,0,0,1,5,11
ECON 1535,992,2557,4,10,2,0,0
SOCIOL 203a,4689,3315,1,3,7,7,0
MUSIC 272r,3699,2059,0,4,0,1,1
SCRB 150,4882,5703,5,6,1,0,0
ECON 2723,1077,2847,1,2,5,3,2
FRSEMR 21o,1768,7584,11,1,0,0,0
FRENCH 70b,4389,6720,1,8,9,1,0
ENGLISH 350,5294,8208,6,0,0,0,0
ENGLISH Ctr,1477,7175,0,10,1,1,0
ENGLISH Ckr,1471,6781,0,6,1,1,0
ENGLISH Crr,1476,1893,5,7,0,0,0
ARABIC 133,3746,4747,2,4,4,0,0
SCI-PHYUNV 28,2028,5565,8,6,1,0,0
CHNSE 150a,773,5621,1,8,2,1,0
MUSIC 160r,3642,8026,1,6,1,0,0
TWI 101ar,102,26,0,1,0,0,0
SCI-PHYUNV 13,2015,8987,2,5,3,0,0
HEB 1330,2723,4332,17,28,4,0,0
STAT 231,4851,7537,1,3,5,1,0
YORUBA 101ar,106,33,1,0,0,0,0
FRSEMR 25w,1805,49,8,4,1,0,0
VIROLOGY 200,3470,6075,0,2,5,1,0
OEB 139,3953,8562,15,15,1,0,0
GOV 1100,2211,7687,3,16,3,0,0
E-PSCI 265r,714,816,1,1,0,0,0
AFRAMER 20,5,2048,1,11,6,0,0
ENG-SCI 139,1336,994,31,20,3,0,0
GREEK H,4984,6323,0,2,0,0,0
GREEK 201,4993,1968,0,0,0,3,2
SOCIOL 165,4673,8272,10,14,1,0,0
US-WORLD 24,2073,9395,3,37,17,4,0
PSY 975,4236,9063,1,10,2,0,1
SOCIOL 309,4724,9932,4,0,0,0,0
ENG-SCI 53,1324,3604,0,2,7,6,7
PHYSICS 125,4099,6990,0,5,6,2,1
GERMAN 65,2094,2678,0,4,1,1,0
STAT 139,4837,1450,3,22,21,1,1
VES 70,5175,4249,24,28,3,1,0
HIST 2462,2495,2931,0,0,3,5,4
ENGLISH 157,1530,4786,0,6,37,9,1
SWAHILI 101ar,98,8503,1,3,0,0,0
BIOSTAT 230,409,6183,0,1,5,2,1
BIOSTAT 232,411,131,0,3,4,0,0
ECON 1018,959,1775,13,14,3,0,0
MUSIC 192r,3658,6726,2,2,0,0,0
STAT 131,4835,8291,0,8,6,1,0
FRENCH 70c,4390,6432,0,2,5,0,0
MATH 116,2855,5253,1,3,11,4,4
ANTHRO 1850,175,1686,2,16,5,2,0
US-WORLD 29,2076,3243,12,23,8,0,0
MATH 152,2871,8389,0,1,9,3,1
CLAS-STDY 97a,4953,3965,1,4,1,0,0
PSY 3555,4365,6831,4,0,0,0,0
ENG-SCI 190,1350,6973,16,13,7,0,0
ECON 2010c,1013,4431,3,8,12,6,2
ANTHRO 1010,120,8727,44,57,9,1,0
CULTR&BLF 22,1938,3915,30,24,6,1,0
MATH 121,2858,7009,0,5,9,1,2
GOV 2105,2265,154,0,1,2,3,6
MATH 131,2864,2381,0,7,19,10,7
ENG-SCI 275,1395,9815,0,0,4,2,1
ANE 100,3715,702,2,0,2,0,0
HAA 197,2593,9976,12,20,8,2,0
PSY 971,4235,3498,4,19,11,1,0
SYSTBIO 200,4940,8701,0,5,7,7,2
APPHY 216,1150,4691,1,9,8,2,0
DRAMA 135,656,9503,3,3,0,0,0
STAT 221,4848,5959,0,0,1,10,8
STAT 135,4836,3451,7,13,7,2,1
CATALAN Ba,4371,2153,5,2,0,1,0
HEB 1418,2735,1437,1,7,0,0,0
GOV 2000,2246,2281,0,4,6,8,2
GOV 1740,2237,7406,13,52,27,1,0
HIST 1964,2459,7774,0,2,4,1,0
FRSEMR 33x,1830,6673,0,5,6,0,0
APPHY 295a,1162,6937,3,5,7,0,1
SOC-STD 98fu,4601,7432,0,1,7,2,0
ENGLISH Clr,1472,6121,1,10,8,2,0
SOC-WORLD 40,2053,5311,7,13,4,0,0
ANTHRO 1175,142,1022,0,1,5,0,0
AESTH&INTP 21,1900,1565,13,25,2,1,0
FRSEMR 25g,1795,8075,13,2,0,0,0
FRSEMR 25p,1801,1838,9,1,1,0,0
HIST 84c,2368,2479,2,6,3,0,0
SOC-WORLD 41,2054,4278,22,52,7,1,0
BIOPHYS 170,328,3598,1,2,2,0,0
MCB 208,3569,3605,10,2,0,0,0
FRSEMR 25k,1798,3913,12,3,0,0,0
APPHY 225,1153,5298,0,3,10,3,0
PHYSICS 15a,4091,1984,1,24,58,12,3
PHYSICS 15c,4093,8676,0,4,16,4,2
PHYSICS 123,4098,864,0,1,5,8,2
PHYSICS 143a,4104,1050,0,7,13,5,2
STAT 230,4850,5206,1,5,6,1,0
ENG-SCI 51,1323,322,1,7,4,2,0
FOLKMYTH 114,1759,7982,6,11,4,0,1
BIOSTAT 250,418,5076,0,3,3,0,1
HIST 82l,2362,1914,0,4,4,0,0
ASTRON 2,261,2179,1,12,3,0,0
OEB 399,4037,764,9,1,0,0,0
MUSIC 201a,3665,4975,0,0,2,0,1
E&M-REASON 15,1972,5707,23,20,2,1,0
HIST 2653,2504,4442,0,2,3,3,0
SOCIOL 155,4666,8934,11,28,13,3,0
FRSEMR 42k,1862,9992,2,8,1,0,0
LIFESCI 2,2768,9007,9,90,80,16,4
HIST 1495,2433,5900,5,16,3,1,0
FRSEMR 43m,1868,83191,6,7,1,0,0
DRAMA 114,646,8994,11,3,0,0,0
SOC-STD 98ax,4599,752,0,1,5,2,0
AESTH&INTP 36,1911,3203,22,16,1,0,0
HIST 74n,2335,26718,0,3,5,2,1
HIST 1410,2424,20517,2,18,4,1,1
HIST 2110,2468,50731,0,3,0,0,0
AFRAMER 11,2,9428,3,14,7,0,0
ECON 1642,997,9613,0,12,7,1,3
HIST 1224,2401,2630,9,31,9,0,0
EABS 255,814,24345,0,1,2,0,0
ANTHRO 2092,195,9379,0,0,2,2,0
LPS A,540,3956,37,71,34,9,2
AESTH&INTP 13,1894,460,10,5,1,0,0
HISTSCI 215r,2681,4568,0,3,2,1,0
E&M-REASON 16,1973,8782,15,15,2,0,0
STAT 212,4845,7864,0,5,1,1,1
CHNSLIT 268r,809,7143,0,1,3,1,0
CULTR&BLF 27,1943,2338,7,13,0,0,0
COMPSCI 61,1226,3461,4,19,26,10,8
OEB 115,3943,9892,0,2,0,0,0
CHNSE 130xa,767,9097,1,4,10,2,1
JAPNLIT 162,869,27841,1,6,1,0,0
HIST 2968,2518,1557,3,6,3,0,0
COMPLIT 230,550,694,0,1,5,5,1
OEB 290,3995,7185,0,2,1,1,0
ECON 2030,1017,3828,5,13,6,0,0
MBB 95,3525,4890,1,11,0,0,0
FRSEMR 42v,1866,1757,2,8,3,1,0
FRSEMR 43z,1871,2880,12,2,0,0,0
OEB 119,3946,1397,11,13,3,1,0
CHEM 101,488,7505,17,16,3,0,1
FRSEMR 26s,1811,12,6,0,0,0,0
SOC-WORLD 25,2040,9587,20,89,44,5,1
BIOSTAT 249,417,759,2,7,6,3,1
ECON 1070,967,5972,0,5,4,0,0
GOV 1362,2228,8628,4,14,4,0,0
GOV 1052,2202,3628,0,8,4,0,0
FRSEMR 26u,1812,9123,8,2,0,0,0
FRSEMR 22i,1774,7269,13,0,0,0,0
SWAHILI A,96,1878,8,7,1,0,0
ECON 2001,1009,8732,1,0,0,0,0
TWI A,100,23,0,1,0,0,0
YORUBA A,104,29,0,3,1,0,0
ENG-SCI 267,1388,4446,0,1,4,1,0
HIST 82f,2361,1959,1,9,2,1,0
EASTD 98d,826,4800,0,2,7,0,0
HISTSCI 98,2637,1120,0,6,25,7,2
HIST 91r,2386,1458,0,0,0,1,1
SLAVIC Aab,4519,4441,1,0,4,2,1
SWEDISH Aa,2141,7438,2,4,3,0,0
ARABIC 240a,3752,5920,0,3,2,1,0
VES 15ar,5144,2262,0,2,5,3,0
STAT 303hf,4862,3545,8,0,0,0,0
ASTRON 301hf,285,5224,19,0,0,0,0
HIST 83a,2366,5927,3,9,3,0,0
HIST 1270,2406,1910,0,6,3,0,0
GOV 2010,2253,7421,0,4,5,0,0
STAT 100,4827,3808,10,41,11,4,1
HIST 2480hf,2499,3719,0,2,1,2,0
FRSEMR 41p,1860,2004,15,0,0,0,0
HIST 1345,2419,1324,3,9,2,0,0
PHYSICS 247r,4120,8665,0,0,2,1,0
PHYSICS 15b,4092,2701,0,3,13,8,0
RELIGION 99,5033,6498,0,1,6,1,0
STAT 341,4870,9827,2,1,1,0,0
PSY 2553r,4336,4679,0,2,2,1,0
AFRAMER 90r,6,7010,3,3,0,0,0
SLAVIC 98,4538,1684,0,3,2,1,0
SLAVIC A,4518,8014,0,11,11,6,1
SOC-STD 10a,4595,5278,1,39,74,23,6
HIST 2060,2466,1874,0,0,1,1,0
NEC 99r,3859,6623,0,2,1,1,0
AKKAD 120,3707,3724,0,0,3,0,2
ARABIC A,3738,5773,3,11,32,14,5
MOD-HEB B,3835,4810,5,9,7,0,0
PERSIAN A,3862,8143,4,2,0,0,0
TURKISH A,3888,2527,0,2,2,2,2
MATH 1a,2832,8434,6,49,89,18,4
MUSIC 97a,3620,113,0,4,2,0,0
JAPNLIT 133,868,2144,0,1,4,0,0
PSY 2461r,4330,8042,3,6,3,0,0
TWI B,101,25,1,1,0,0,0
YORUBA B,105,31,2,1,0,0,0
HIST 1701,2444,4650,3,8,5,1,0
LATIN Aab,4995,7111,0,0,3,2,0
SLAVIC B,4521,3262,0,3,7,1,2
ECON 2770hf,1082,1379,0,0,1,0,0
PSY 2530r,4335,2364,1,2,7,1,0
HAA 141k,2563,268,5,4,2,0,0
MATH 1b,2833,1804,3,57,103,43,14
MATH 21b,2838,1771,2,15,26,10,1
MUSIC 150a,3632,4771,2,7,5,0,0
MUSIC Bhf,3610,3045,2,2,1,0,0
HLTHPOL 2000,2309,4522,0,5,6,0,0
GERMAN A,2085,4294,0,14,15,2,0
SLAVIC Gr,4535,1260,0,1,0,0,0
SLAVIC Dr,4532,1096,0,0,1,0,0
SLAVIC Cr,4527,847,0,1,1,0,0
SLAVIC 101,4541,7234,0,5,6,1,1
LIFESCI 1a,2766,2137,102,308,87,15,3
SWAHILI B,97,3442,2,2,0,0,0
HIST-LIT 90l,2533,5335,0,8,10,2,1
VES 96r,5184,7299,2,4,1,1,1
GOV 1368,2229,8971,19,18,2,0,1
PSY 1950,4298,4889,1,7,5,5,0
HIST 70c,2320,9332,0,7,4,1,3
ENGLISH 62,1488,37743,1,13,9,2,1
ECON 1370,976,45985,17,13,2,0,0
SCI-PHYUNV 20,2021,84519,7,30,8,2,1
MUSIC 153,3636,10693,1,6,3,0,0
SLAVIC Cc,4525,6028,1,1,1,0,0
ECON 1490,989,35497,2,16,8,0,0
MUSIC 97c,3622,36288,1,13,4,0,0
AFRAMER 90r.a,7,44149,2,1,0,0,0
AFRAMER 90r.c,9,74363,2,1,0,0,0
AFRAMER 90r.g,12,68162,5,5,0,0,0
AFRAMER 90r.h,13,83269,1,0,0,0,0
AFRAMER 90r.i,14,31747,5,9,0,0,0
AFRAMER 90r.j,15,98376,0,1,1,0,0
FRSEMR 21y,1773,89138,10,0,0,0,0
FRSEMR 35s,1837,46522,15,0,0,0,0
FRSEMR 33o,1829,37616,2,4,4,0,1
AFRAMER 90r.m,17,10439,2,1,0,0,0
AFRAMER 90r.o,18,25546,0,1,0,0,0
AFRAMER 90r.q,20,40653,0,5,0,0,0
SCRB 10,4875,96716,13,32,9,0,0
ARAMAIC A,3766,5985,1,4,2,0,0
SOCIOL 175,4680,76736,1,7,1,0,0
ENGLISH 41,1481,74158,1,12,5,0,0
E&M-REASON 20,1977,4667,59,65,5,0,0
FRENCH 59,4383,13398,3,7,3,0,0
SOCIOL 98K,4639,47313,1,5,1,0,1
OEB 282,3994,43026,2,1,0,0,0
ASTRON 17,263,22304,1,8,0,0,0
SLAVIC Dc,4530,41571,0,3,0,0,0
E-PSCI 186,687,89929,1,9,1,1,0
SPANSH 285cr,4511,1104,0,0,2,1,0
HISTSCI 247,2688,28251,0,5,5,1,0
SCI-LIVSYS 20,2010,16308,69,123,23,2,0
HEB 1405,2732,30624,35,31,2,0,0
ASTRON 110,268,43612,0,0,5,2,5
GOV 1255,2220,57342,10,31,7,0,0
E&M-REASON 14,1971,26591,16,25,5,0,1
ENGLISH Cwfr,1479,21718,2,8,1,0,0
ENGLISH Cwar,1478,88347,1,5,5,0,0
WOMGEN 1168,4909,72986,10,30,6,0,1
MCB 52,3529,1938,4,51,45,22,7
FRSEMR 25z,1807,1691,4,2,0,0,0
SOCIOL 98Wb,4646,24423,1,4,2,0,0
SOCIOL 217,4697,8522,1,3,1,2,0
SCRB 160,4885,45194,1,8,2,2,0
SCRB 180,4892,60301,4,17,3,2,0
AESTH&INTP 25,1903,7818,2,9,5,0,0
SPANSH 134,4498,7452,1,6,2,1,0
CLASSIC 98,4971,31083,1,1,6,0,0
SOC-STD 98li,4608,12939,0,2,4,1,0
ANTHRO 1710,158,3793,0,29,14,2,0
FRSEMR 43l,1867,15185,8,4,0,0,0
FRSEMR 25i,1796,81814,12,2,0,0,0
E-PSCI 282r,720,60506,0,1,0,0,0
CHNSE 163,775,6558,4,6,3,1,0
GOV 1511,2232,90593,8,10,5,0,0
CULTR&BLF 33,1948,34911,49,72,16,1,0
AFRAMER 170,66,25009,0,2,1,1,0
ECON 1032,961,48309,1,15,3,2,0
E-PSCI 239,703,98708,10,6,1,0,0
GOV 1280,2222,1643,11,31,15,0,0
GENETIC 219,3101,14189,5,1,0,0,0
ECON 1776,1003,30419,15,39,19,3,3
PSY 1604,4276,92302,11,15,4,0,0
MUSIC 250hf,3690,92429,4,1,0,0,0
HIST 1012,2390,69822,8,14,2,1,0
HIST 1434,2427,33407,9,34,7,0,0
HIST 1323,2413,78728,0,18,18,3,0
AESTH&INTP 38,1913,47723,2,7,2,0,0
PSY 2651,4343,31825,0,1,2,0,0
HIST 2450,2492,91462,1,2,2,0,0
FRSEMR 31g,1822,1645,0,4,0,0,0
FRSEMR 31n,1824,4682,9,3,0,0,0
SCI-PHYUNV 26,2026,89089,51,44,7,1,0
RELIGION 1705,5100,7192,0,4,3,2,0
SLAVIC 231,4580,46473,0,0,0,3,0
PSY 1051,4250,25165,0,2,4,1,1
PSY 1052,4251,91794,1,7,0,0,0
KORHIST 130,891,40272,0,2,2,0,0
JAPNHIST 270,865,85593,0,2,3,3,1
JAPNHIST 150,862,34071,0,3,0,0,1
SCI-PHYUNV 29,2029,79392,16,23,5,2,1
SCI-LIVSYS 22,2012,42977,4,11,0,2,0
SCI-PHYUNV 27,2027,73191,44,150,41,8,2
SOC-WORLD 35,2049,88298,0,7,2,0,0
SOC-WORLD 38,2052,36776,67,65,13,3,0
SCAND 90r.b,2128,84802,0,3,1,0,0
GERMAN 50,2091,59998,0,8,0,0,0
GERMAN 149,2106,23583,1,4,2,0,1
ECON 2412a,1055,47596,3,15,9,1,1
ISLAMCIV 146,3807,9561,1,4,1,0,0
EGYPTIAN Aa,3786,13886,0,3,2,0,0
AFRAMER 115,41,37899,1,9,13,5,0
SOC-WORLD 42,2055,98327,5,15,8,1,0
PHIL 7,4039,1583,4,17,10,1,1
PHIL 122,4049,9025,3,5,5,2,0
PHIL 159,4061,5443,2,10,3,0,0
PHIL 172,4064,5184,2,9,8,3,0
PHIL 179,4067,6665,8,13,8,0,0
LATIN 103,5004,5435,3,10,8,1,0
SCRB 170,4889,22001,8,6,1,0,0
SOCIOL 98Ga,4636,67322,0,4,2,0,0
SOCIOL 226,4701,30907,0,0,4,0,1
RELIGION 1655,5097,91335,0,6,2,1,0
ECON 980u,936,87839,2,7,4,0,0
CELTIC 194,448,66531,4,4,1,0,0
ECON 1357,975,7554,0,2,8,1,0
FRSEMR 23n,1784,84343,10,0,0,0,0
PSY 1452,4262,11513,0,8,1,0,0
FRSEMR 45z,1877,71941,4,7,2,0,0
FRSEMR 47p,1883,87048,10,5,0,0,0
DRAMA 110a,642,35526,16,2,0,0,0
ECON 2325,1042,8510,0,1,2,0,0
SOC-STD 98kb,4604,2276,0,5,2,1,0
ENGLISH 172,1534,38231,3,20,9,0,0
ENGLISH 52,1483,54851,13,10,2,0,0
ENGLISH 90kb,1504,22333,3,10,3,0,0
ENGLISH 259,1547,1402,0,2,3,1,0
ETH-REASON 28,1995,27743,9,48,35,3,0
ENGLISH 115b,1525,2945,3,7,1,1,0
PHYSICS 215,4117,90876,1,6,7,1,0
SPANSH 71b,4488,6700,3,13,4,0,0
SPANSH 62,4484,99782,7,3,0,0,0
ESPP 90p,1573,62576,8,4,0,0,0
FRENCH 271,4411,8448,2,6,2,0,1
SOC-STD 98mg,4610,67986,0,2,2,1,2
HEB 3200,2757,31571,0,3,3,0,0
HIST 1251,2402,6683,2,8,4,0,0
COMPLIT 253,560,85798,1,5,1,2,0
FRENCH Aa,4374,12968,16,41,12,2,0
FRENCH Ab,4375,28075,12,14,1,0,0
FRENCH C,4378,58289,13,30,6,1,0
FRENCH 30,4379,36981,6,34,6,1,0
ITAL 262,4434,3847,0,3,2,4,0
BIOSTAT 299,424,82302,0,1,1,0,0
WOMGEN 1411,4928,57498,0,5,1,0,0
LATIN 129,5009,1088,0,7,4,1,1
FRSEMR 22z,1779,8839,9,0,0,0,0
FRSEMR 24e,1787,3573,10,1,0,0,0
HAA 181z,2587,11386,0,3,1,0,0
HAA 124e,2559,26493,1,6,2,0,0
GOV 1109,2212,56707,3,16,6,1,0
GOV 1291,2223,50506,2,12,9,2,0
FRENCH 40,4380,74519,21,45,9,2,0
FRENCH 50,4381,22997,3,17,5,1,1
FRENCH 61h,4386,89626,0,9,1,0,0
HAA 128,2560,6008,0,0,4,1,0
HAA 173m,2580,7574,0,4,4,1,0
MCB 290hfr,3573,31903,17,1,0,0,1
SOC-STD 98mi,4611,34608,0,0,4,1,0
ITAL Ab,4416,7029,0,5,4,2,1
FRSEMR 23m,1783,8823,10,3,0,0,0
ENG-SCI 164,1343,4099,1,18,8,2,1
E-PSCI 290,723,6610,1,4,0,0,0
SPANSH Aa,4473,507,54,72,12,0,1
SOCIOL 205,4692,8972,0,0,6,1,1
CHEM 301hf,515,9903,22,1,1,0,0
FRSEMR 42u,1865,9694,7,7,0,0,0
BCMP 235,2949,3769,5,1,0,0,0
SCI-LIVSYS 11,2003,9478,44,30,4,1,0
GOV 2034,2256,4652,0,3,3,0,0
SCRB 190,4894,1207,8,12,1,0,0
ITAL 96r,4424,3749,5,2,0,0,0
MCB 293,3576,2706,2,3,10,2,1
ENGLISH 141,1529,8683,0,5,3,0,0
ITAL 163,4430,52019,0,11,2,0,0
AESTH&INTP 33,1908,7862,29,40,11,0,0
MATH 144,2870,690,2,4,2,0,0
MCB 291,3574,2833,6,9,5,0,0
NEUROBIO 95hfh,3909,2579,2,1,0,0,0
SPANSH C,4477,5819,49,78,15,0,0
HEB 1333,2724,8036,1,12,0,0,0
SPANSH 40,4479,9393,18,65,14,2,0
MCB 292,3575,4288,2,10,4,0,1
SPANSH Ab,4474,3328,48,50,9,1,0
SPANSH 59,4481,8789,0,5,5,0,0
PSY 2640r,4341,7865,0,0,0,0,1
GERMAN Ca,2088,5779,2,13,12,7,1
ECON 1123,968,813,3,61,59,15,5
NEUROBIO 200,3347,6062,0,3,2,2,2
NEUROBIO 220,3351,2141,1,6,6,5,0
VIROLOGY 202,3472,6025,0,2,2,1,1
STAT 110,4831,147,7,72,118,29,9
STAT 104,4829,4582,56,163,34,2,0
VES 150ar,5204,4692,0,4,7,1,0
PHYSICS 253a,4124,8050,0,1,6,6,15
PHYSICS 210,4115,4840,0,2,11,5,1
FRENCH 61a,4384,8290,0,4,1,0,0
